Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Vehicle Age
Toyota,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48550,9
Toyota,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,2031,54115,9
Toyota,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48550,9
Toyota,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48685,8
Toyota,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,65215,8
Toyota,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,2031,45460,8
Toyota,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,57475,8
Toyota,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,57475,8
Toyota,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,2031,54250,8
Toyota,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48685,8
Toyota,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,65215,8
Toyota,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,2031,61990,8
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,44399,23
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,49705,23
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,51650,22
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,45535,22
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,1624,45975,21
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,23,1851,2000,33
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,20,1851,2000,33
Dodge,regular,152.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24,18,1851,2000,33
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,23,1851,2000,33
Dodge,regular,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,24,18,1851,2000,33
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,20,1851,2000,33
Dodge,regular,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,18,1851,2000,33
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,23,1851,2000,32
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,23,1851,2000,32
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,22,1851,2000,32
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,22,1851,2000,32
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,27,21,1851,2000,31
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,23,1851,2000,31
Dodge,regular,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,30,23,1851,2000,31
Dodge,regular,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,27,21,1851,2000,31
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,14,5657,61295,10
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,14,5657,47795,10
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,15,5657,61295,9
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,14,5657,47795,9
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,15,5657,61795,8
Ford,premium,526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,21,14,5657,54295,8
Ford,premium,550.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,23,15,5657,48810,13
Ford,premium,662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,15,5657,59200,12
Ford,premium,662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,15,5657,54200,12
Ford,premium,662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,15,5657,55110,11
Ford,premium,662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,15,5657,60110,11
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,2000,29
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,24,21,481,2000,29
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,29
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,29
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,24,21,481,2000,29
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,24,21,481,2000,28
Suzuki,regular,120.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,23,19,481,2000,28
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,24,21,481,2000,28
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,19,481,2002,28
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,28
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,19,481,2000,28
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,28
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,27
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,24,20,481,2000,27
Suzuki,regular,95.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,24,19,481,2107,27
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,2125,27
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,2078,27
Suzuki,regular,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,24,20,481,2019,27
Suzuki,regular,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000,27
Suzuki,regular,120.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,23,20,481,2027,27
Suzuki,regular,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,2153,27
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,42880,10
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,37400,10
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,40655,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,37445,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,35200,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,41035,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,35000,10
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,33960,10
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,46250,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,41750,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,28700,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,45120,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31630,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31430,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,38455,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,39780,10
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,26595,10
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,34180,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,38605,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,35410,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31840,9
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,37620,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31640,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,41245,9
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,40815,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,28850,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,41900,9
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,43040,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,39930,9
Toyota,regular,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,46410,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,37655,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,35210,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,45270,9
Toyota,regular,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,26745,9
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,29750,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,32740,8
Toyota,regular,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,35080,8
Toyota,regular,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,43940,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,42800,8
Toyota,regular,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,41715,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,38555,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,32540,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,42145,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,39505,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,36310,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,36110,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,40830,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,27645,8
Toyota,regular,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,38520,8
Toyota,regular,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,46170,8
Toyota,regular,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,47310,8
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,30930,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,24515,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,30550,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33935,18
GMC,regular,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,32025,18
GMC,regular,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,31735,18
GMC,regular,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,20310,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,549,23850,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,29355,18
GMC,regular,195.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,14,549,20960,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,31965,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,27730,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,549,25215,18
GMC,regular,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,15840,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,27060,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,32690,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,29380,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,549,26820,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,30825,18
GMC,regular,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,20,14,549,21465,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,28790,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,549,26555,18
GMC,regular,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,28915,18
GMC,regular,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,30675,18
GMC,regular,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,16115,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,27850,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,29065,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,35520,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,19,15,549,24140,18
GMC,regular,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,15,549,25325,18
GMC,regular,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,30255,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,29015,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,549,33755,18
GMC,regular,195.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,17,14,549,20715,18
GMC,regular,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33495,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,27580,18
GMC,regular,195.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,15,549,20750,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,549,25845,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,549,28845,18
GMC,regular,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,27430,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,31115,18
GMC,regular,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,33785,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,26245,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,14,549,30340,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,27560,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,26295,18
GMC,regular,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,25850,18
GMC,regular,345.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Crew Cab Pickup,16,13,549,39125,18
GMC,flex-fuel,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,549,32170,18
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,45425,14
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,48575,14
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,39095,14
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,42245,14
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,46790,13
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,40010,13
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,43210,13
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,49990,13
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,51935,12
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,48335,12
GMC,regular,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,41555,12
GMC,regular,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,45155,12
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,43360,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,38540,10
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,49965,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,36200,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,38840,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,42635,10
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,43660,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,30610,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,35390,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,46510,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,53115,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,40045,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,27060,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,26670,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,38665,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,30695,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,38965,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,37800,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,42935,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,33595,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,34675,10
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,23,16,549,40900,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,44150,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,35690,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,46810,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,30910,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,37500,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,52815,10
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,49665,10
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,33720,10
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,54240,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,36230,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47570,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,34590,9
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,51390,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,44910,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,34465,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,27715,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,43505,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,47270,9
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,23,16,549,41660,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,39380,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,31955,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,44900,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,24,18,549,39535,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,28105,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,37070,9
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,40930,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,54540,9
GMC,regular,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,16,549,44420,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,549,31390,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,549,40915,9
GMC,regular,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,40775,9
GMC,flex-fuel,285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,31655,9
